job_title,required_skills
data architect,"test automation architect, qtp, uft, selenium, design , develop test scripts, test cases, sql"
software engineer,"web development, javascript, html , css"
data migration lead,"alm, ci, cd, release management, configuration management"
business intelligence manager,"portfolio management, clarity, sharepoint"
business intelligence developer,hybris development
hadoop developer,roid ios mobile
sql developer,java j2ee microservices
java developer,"java, hibernate, unix, linux, apache, tomcat, agile, aws, postgres, angular.js, etl, groovy"
technical trainer,"upk, peoplesoft"
oracle dba,"administration, deployment, ldap, identity access management"
net developer,full stack .net
database administrator,nosql
devops engineer,"python, bash, ruby, perl."
software engineer,"java, j2ee, agile, hadoop, hbase, cass, ra, hibernate, junit, testng, spark, big data"
big data engineer,"servicenow, html, javascript, hris, lms, itil"
business analyst,"product manager , technical"
business intelligence developer,"html5, css3, angularjs, bootstrap, spa, responsive ui design"
data manager,"business development, new client, account management, gc"
data migration lead,"core java, spring mvc, rest web services, json apis, xml apis"
software qa manager,qa
hadoop developer,"hadoop, hdfs"
technical manager,sfdc salesforce.com apex
software engineer,"javascript, mean, angular.js, node.js, mysql, javascript, mean, angular.js, node.js, mysql"
information management specialist,"hadoop, hive, shell script, reporting tool"
ios developer,".net framework, winform, c#, c++"
security architect,"salesforce.com, force.com, database.com apis, html, json, angular, heroku, apex, visualforce, esp & etl, mobile development, sales cloud sales, marketing cloud, real estate"
business intelligence developer,"visualforce pages paas, cloud, force.com, force.com app cloud, angular.js, jquery, html5, css3"
database administrator,".net, adhoc, cim, database design, database maintece, optimization, ppac, technical support"
software product manager,payment
systems administrator,"oracle, weblogic, dba"
it compliance analyst,"agency, erp, it"
data scientist,"dct, dwt, compression, algorithms, slam, gpgpu"
sql developer,"degree, java, j2ee, javascript"
digital program manager,"degree, project management, program management"
technical service representative,"cloud foundry, pivotalcloud, architect"
business intelligence developer,react javascript
business intelligence developer,"aem, cq, dam, restful, javascript, jquery, extjs, html, css, fatwire"
information assurance engineer,"flight controls system , aerospace"
security engineer,"cissp or giac, gse, unix, pci, iso, iec 27001, asae 3402"
devops engineer,"linux, sql, bash, batch, python, vbscript, active directory"
crm consultant,hyperion
business analyst,"hybris, dem, ware, magento"
security architect,"openstack, java"
data processor,"acquisition, program, contract , or management, pmp, cpcm, dawia"
java developer,"java, j2ee, webservices"
business intelligence developer,"ssas, cubes, sql, star"
java developer,person
tech intern,"database, migration, basic java"
technical analyst,"soa, webservices, technical design documents, rfps"
hadoop developer,"jira, confluence, unix, linux, perl , bash scripts"
data manager,"software quality assurance, sqa, qa, sdlc, development, healthcare, medical device, agile, rup, waterfall, manual, test script, case, pmo"
cobol programmer,"cobol , cics , db2, easytrieve , fileaid, insync"
business intelligence developer,"redshift, hive, hadoop, amazon emr, impala"
data manager,"html 5, css 3 , javascript, adobe, asp.net, c# , ms sql server"
software engineer,"c#.net , t, sql, iis, web services, ms sql databases"
network security engineer,"windows, ntfs, windows server"
threat analyst,manhattan dom
devops engineer,"sitecore, c#, architect"
hadoop developer,"ios, macos , iphone, json, xcode, swift, .net, c#, sql"
data reporting analyst,"big data , pig , spark , python , hive , sql , hbase , mapreduce"
software engineer,"bioinformatics, nosql, xml, json, java, restful"
ios developer,"ios developer , roid developer "
decision support analyst,"admin, network, mobile devices install, mdt, hardware software support"
web developer,"business intelligence, data analytics, tableau"
hadoop developer,mvc models
data manager,"human resources, payroll, budget, other administrative , programmatic areas"
threat analyst,"jira , confluence , hipchat, crowd, jenkin, nexus, bit bucket, agile, devops, distributed system, big data, python, javascript"
network security engineer,"java, technical, scala, xml, xsd, db, jvm, restful web services, collections, design patterns, libraries, distributed, akka"
systems engineer,"devops, spring mvc, spring jdbc"
big data engineer,"as, 400, cl, edi, ile, inovis, iseries, premenos, rpg, trustedlink"
microstrategy architect,"excellent core java, spring mvc, rest web services, json apis, xml apis"
business intelligence developer,"extremely deep underst, some underst"
network engineer,"cisco ccna, ccnp certification, arp, cdp, eigrp, rip, ospf, bgp, vtp, etherchannel, mls, hsrp"
it project manager,"project management, salesforce"
game tester,"selenium, java, qtp"
business intelligence manager,business intelligence solutions
storage consultant,"adhoc, bw, cpa, detail oriented, essbase, excel, gaap, reporting tools, sap"
software engineer,"automation tests, automation frameworks, java, ruby, linux"
software engineer,"software development, java, agile, healthcare, full, stack development"
software development coordinator,"struts , ibatis"
business intelligence developer,"c#, sql"
php developer,"php, laravel"
business intelligence developer,"wtx, xml, xslt"
application coordinator,"experience using soap, wsdl, rest, xml, json, node.js, ws, security, http basic auth, oauth, openid connect"
data migration lead,"devops, ci, cd. jenkin, n1, gradle, artifactory, puppet, ca wily introscope, splunk, cloud , aws, virtualization, python, ruby, java, git, github, dvcs, solaris, linux"
business intelligence developer,"ui, ux development, react.js, riot.js, jquery, javascript"
net developer,"etl, informatica, oracle, teradata, ms sql"
it program engagement director,"l3 pcbs, led drivers, led light engines "
business intelligence analyst,"wan, lec, t1, sip, cisco products, oracle sbc, cucm, icm, cvp, isr gateway"
systems engineer,linux unix perl
data architect,"web services, data services"
solutions architect,"infrastructure architect, medicaid enterprise system, security architectecture, solutions architect"
business intelligence developer,"tableau, sql"
network engineer,security
data architect,"azure, architect, .net 4.5, mvc, ado.net, wpf, wcf, rational rose, uml, bpmn, archimate"
network engineer,"ccna, ccnp, routers, switches"
systems engineer,"network architecture, storage systems, windows server"
technical support specialist,shrepoint
systems engineer,"mcse, ccna microsoft, sql"
devops engineer,"linux devops , python, bash, perl, ruby, shell, puppet, chef"
business analyst,"business analyst web , .net experience"
big data engineer,"data science, scala, java, spark, aws, python, startup"
it quality analyst,quality control
crm consultant,ing of pm
information assurance engineer,": javascript, node, express, aws, react, redux, downtown, los angeles, glendale, hollywood, mean, angular, backbone, front end, html, css, media, ad, dtla"
systems administrator,"active directory, enterprise server"
software engineer,"c# , .net , sql"
business analyst,"gathering requirements, collaboration"
threat analyst,"six sigma green, black belt, etc."
net developer,"c# , wpf , computer software architecture"
epic analyst,"epic, erx, willow, scanerx, formularies, workflows, orders"
software engineer,"c++, linux, gateways, exchange, latency, trading system"
sql developer,"silverlight, c#, xaml asp.net, javascript, sql server"
sql developer,"java, etl , informatica, microstrategy, unix, shell script, sql, db2"
