job_title,required_skills
desktop support,"technical writing , documentation, active directory"
big data specialist,"hadoop, netezza"
business analyst,guide wire
l3 support technician ,l3 deskside support
c++software developer,"c, c++, ooa, ood , uml, tcp, ip network protocols"
net wpf developer,"wpf, wcf, xaml"
android developer,"ui, ux experience"
c++ developer,"low, latency"
ui contract,angular
coldfusion developer,"coldfusion, oracle, ms sql, jquery, javascript, css, html5, ajax, modelviewcontroller mvc architecture, agile, svn, cross, w3c validation, linux, apache configuration."
healthcare program manager,"rating, specialty."
business intelligence analyst,birst strongly preferred
agile coach,"agile, analysis, architecture, csp, development, management, materials, metrics, pmp, project, project management, scrum"
drupal lead,"content management, development, html, management, php, pl1"
business analyst,"business analyst, development, encryption, http, management, security"
db2 database administrator,"ibm, os platform"
 systems engineer,"chef, devops, cloud, aws, bash, puppet"
verification & validation engineer,"validation engineer, do178c, c, c++, python, rtsa, eicas, fdsa, doors, jama"
security testing,"owasp, appscan, burp, checkmarx, fortify, giac, cissp, ceh, security"
mechanical engineer,"dfss, robustness, gap analysis, gmp"
business analyst,"annual, documentation, manual"
android developer,"android, java, sdlc"
ibm websphere process server,"java, dojo, ajax, angular js, healthcare"
threat intelligence security analyst,"threat, metrics, unix, linux, threat intelligence"
salesforce technical lead consultant,"salesforce technical lead, apex, visual force, controllers, triggers, batch processes, apis , web services"
cassandra dba,"agile, aix, api, bash, database, database administration, db2, dba, development, java, linux, middleware, mongodb, nosql, oracle, pl1, shell scripting, unix"
systems administrator,"5, analysis. 4, routers, fi"
 platform engineer,"cloud, ruby, python, perl, varnish, tomcat, apache, php, zend, devops, agile, lean, ec2, aws"
automation quality analyst,"selenium, qtp or utf , oracle sql, medicaid, mmis"
linux server administrator,"linux, vmware"
it audit manager ii,"civil, development, genetic, manager, networks, security"
test engineer,"agile, analysis, database, html, ibm, java, linux, management, protocols, rational, soap, sql, unix, validation, xml"
hr office manager,"hr i, 9 w, 9"
jd edwards consultant,"analysis, customer service, jde, jd edwards, management, oracle, project management, sales"
sas developer,"sas, development, data management , mortgage products, credit card risk, unix, teradata, sas eg"
adf developer,"pl, sql, sql"
embedded developer_mi or ga,"embedded developer , automotive or infotainment"
salesforce consultant,"visualforce, apex"
test lead,"qa , oracle , manual , automation , r12"
technical support,"windows 10, vmware vcp, 6 cloud, team work, tcp, ip, security+, dns, dhcp, ccna , ccnp+ security, ccnp, microsoft sql server, microsoftoffice, microsoft office professional"
solutions architect,".net, analysis, cto, data analysis, database, dba, development, sql, sql server, supervision, windows"
adobe livecycle ,"adobe lifecycle, flex developer , front end retail, care"
successfactors hcm project manager,"agile, analysis, architecture, development, management, middleware, project management, sap"
mysql data architect,"mysql, rdbms, data structures , data modeling , architecture, oracle or postgresql, unix , linux, rest , soap apis , mysql, rdbms, data structures , data modeling , architecture, oracle or postgresql, unix , linux, rest , soap apis"
net web developer,"asp.net, html, web, sql server"
sap pp,"ariba, crm, development, excel, html, http, lifecycle, management, project manager, research, sap, supply chain"
sap tm,"ariba, crm, development, excel, html, http, lifecycle, management, project manager, research, sap, supply chain"
linux administrator,linux
net developer,.net
net developer,"c#, c++, sql, subversion , c#, c++, sql, subversion"
sap open text,"crm, development, excel, html, http, lifecycle, management, project manager, research, sap, supply chain"
net solution architect,".net, analysis, architecture, developer, development, http, ibm, management, oracle, physics, pl1, quality assurance"
it infrastructure manager,"research, vmware, windows"
cyber security,"analysis, case, development, excel, html, http, linux, management, research, risk management, sales, security, windows"
marketing manager,"adobe, crm, excel, management, salesforce"
sap qm,"sap pp, qm , pm experience"
sap ariba consultant,"ariba, crm, development, excel, html, http, lifecycle, management, research, sap, supply chain"
information delivery,"architecture, business requirements, data modeling, datastage, data warehouse, development, dos, erwin, informatica, lifecycle, management, oracle, powerpoint, qa, sas"
information security analyst,"excel, management, powerpoint, risk management, security, sql, sql server"
help desk opportunity decatur,"broadband, browsers, hardware, help desk, mcse, peripheral, telecommunications, vpn"
android mobile developer,"agile, algorithms, analysis, android, architecture, development, hub, java, management, project management, scrum, supervision"
sap fiori ,"sap fiori, sap abap, html, ui5, javascript, odata"
project manager,"it project management, pmp, jira, agile, saas , it project management, pmp, jira, agile, saas"
director of network services,hosted operations
software engineer,"agile, apache, development, foundation, hadoop, java, management, python, release, ruby, solr"
technical project manager,software implementation
product manager,"analysis, analytical"
vulnerability management security engineer,having determined when 
project manager,project management
process engineer,process engineer
sap ibp  consultant,"ariba, crm, development, excel, html, http, lifecycle, management, project manager, research, sap, supply chain"
algorithms engineer,"sql, java, python, r, predictive analytics, data science , sql, java, python, r, predictive analytics, data science"
business analyst,business analyst
ui developer,"agile, angularjs, api, css, html, java, javascript, management, mongodb, nosql, ux, vms"
lead  operations dba,"architecture, change management, configuration management, database, database administration, data warehouse, dba, development, disaster recovery, hub, management, release, security, sql, sql server, windows"
project manager,ga
software engineer,".net, asp, asp.net, c#, crystal reports, css, development, javascript, oracle, software engineer, sql, sql server, vb, windows, xml"
fsg payments tester,"agile, analysis, automated, case, cgi, database, defect management, development, lifecycle, management, oracle, perl, pl, sql, protocol, python, risk management, scripts, security, sql, tcp, ip, testing, xml"
technical change management manager,"analysis, change management, development, excel, html, http, jd edwards, lifecycle, management, materials, ms office, oracle, peoplesoft, powerpoint, recruiter, sap, salesforce, siebel"
sap bpc,"costing, crm, development, excel, html, http, lifecycle, management, project manager, research, sap, supply chain"
